,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Age,EmployeeId,DateEmployment,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,Over18,NumCompaniesWorked,Country,Sons,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,HourlyRate,JobLevel,JobRole,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction
918,8,Master,Marketing,Male,Divorced,33,f7cde5f1-5d17-454d-8078-a919f4ce5259,2014-07-07 09:49:46,8,0,2,6,,0.0,Virginia,0,No,Travel_Rarely,1216.0,Sales,1,39,2,Sales Executive,7104,20431,No,12,80.0,0,3,High,High,High,Excellent,Very High
919,8,,Life Sciences,Male,Single,51,c97e9618-575e-428b-ab49-f8eb54f78ee0,2014-07-18 12:03:06,7,0,0,18,Y,2.0,Ohio,0,Yes,Travel_Frequently,1150.0,Research & Development,1,53,3,Manufacturing Director,10650,25150,No,15,,0,2,Low,Low,Very High,Excellent,Very High
920,1,Below College,Life Sciences,Female,Single,59,0690774b-fd54-4798-a447-515e1d25ebfe,2014-07-19 04:47:31,9,1,1,20,Y,7.0,Minnesota,0,No,Travel_Frequently,1225.0,Sales,1,57,2,Sales Executive,5473,24668,No,11,80.0,0,2,Low,Medium,High,Excellent,Very High
921,2,Bachelor,Marketing,Female,Single,34,f66044f9-3b6e-439f-822c-28b6f60ef961,2014-07-21 14:06:29,2,0,1,4,Y,0.0,Portugal,0,No,Travel_Rarely,131.0,Sales,1,86,2,Sales Executive,4538,6039,Yes,12,80.0,0,3,High,High,Low,Excellent,Very High
922,2,Bachelor,Medical,Male,Married,50,31fc10e0-cf43-4a1e-afbd-25b99f6fbcd2,2014-07-21 20:24:54,7,0,3,30,Y,5.0,Nueva Jersey,0,No,Travel_Rarely,691.0,Research & Development,1,64,4,Research Director,17639,6881,No,16,80.0,0,3,High,High,High,Excellent,Very High
923,5,Master,Life Sciences,Male,Divorced,30,bb7ab0a6-6ed6-4a9b-8b6e-35ca1ed05994,2014-07-23 07:50:36,8,0,3,10,Y,9.0,Nueva Jersey,0,No,Travel_Frequently,1012.0,Research & Development,1,75,1,Research Scientist,3761,2373,No,12,80.0,1,3,Medium,Medium,,Excellent,Medium
924,10,,Life Sciences,Male,Single,37,e681f69f-d9d1-4f73-b92e-74b8a2a6eae4,2014-07-28 14:11:31,1,0,0,18,Y,2.0,New Hampshire,1,No,,1305.0,Research & Development,1,49,2,Manufacturing Director,4197,21123,Yes,12,80.0,0,2,High,High,Medium,Excellent,Very High
925,10,Bachelor,Medical,Female,Married,31,fab716e6-d0cc-4a64-a9f3-4b3f5e8f78e6,2014-07-28 16:54:28,9,2,7,13,Y,4.0,Croacia,0,No,Non-Travel,697.0,Research & Development,1,40,3,Research Director,11031,26862,No,20,80.0,1,2,High,High,High,Outstanding,High
926,25,College,Other,Male,Single,35,aa65bfbf-ac0e-4604-93d8-a5dbbe738402,2014-08-10 13:03:33,10,0,1,9,Y,4.0,Polonia,0,No,,538.0,Research & Development,1,54,2,Laboratory Technician,3681,14004,No,14,80.0,0,3,Low,Medium,Very High,Excellent,Very High
927,23,College,Life Sciences,Male,Married,35,27c2bcc7-f507-4641-acdf-0931259ceb4d,2014-08-12 02:16:49,6,0,1,8,Y,3.0,Luisiana,0,Yes,Travel_Rarely,556.0,Research & Development,1,50,2,Manufacturing Director,5916,15497,Yes,13,80.0,0,1,Medium,Medium,High,Excellent,Low
928,8,College,Life Sciences,Male,Divorced,31,bc2c67d7-caa0-411d-97b0-c8b0d13f586b,2014-08-16 11:10:28,0,3,8,13,Y,1.0,Alabama,1,No,Travel_Rarely,326.0,Sales,1,31,3,Sales Executive,10793,8386,No,18,80.0,1,5,Low,High,Very High,Excellent,Low
929,10,Bachelor,Medical,Female,Married,38,2542bedf-101b-40de-920d-dbc74f03d763,2014-08-20 00:47:16,6,0,0,18,,3.0,Virginia,0,No,Travel_Rarely,1495.0,Research & Development,1,76,2,Healthcare Representative,9824,22174,No,19,80.0,1,4,High,High,High,Excellent,High
930,7,Master,Life Sciences,Female,Married,35,bbfbc460-d74e-4c17-8de8-a2a0acc6ea56,2014-09-05 09:32:03,9,0,3,10,Y,1.0,Hungría,1,No,Travel_Rarely,1224.0,Sales,1,55,2,Sales Executive,5204,13586,Yes,11,80.0,0,2,High,High,Very High,Excellent,Very High
931,2,Bachelor,Medical,Male,Single,33,a8bf5392-7254-4d3a-b807-dd8bad30c105,2014-09-11 09:15:06,9,0,0,7,Y,4.0,Luisiana,1,No,Travel_Rarely,924.0,Research & Development,1,78,1,Laboratory Technician,2496,6670,No,11,,0,3,High,High,Very High,Excellent,Very High
932,9,Bachelor,Medical,Male,Married,24,58d1035d-9bf8-4907-93fc-9bbea4eeb1a1,2014-09-11 15:46:35,9,0,1,5,Y,1.0,Montana,0,No,Travel_Rarely,581.0,Research & Development,1,62,1,Research Scientist,4401,17616,No,16,80.0,1,1,High,Very High,High,Excellent,Very High
933,10,Bachelor,Marketing,Male,Single,32,8325085e-922c-49c6-8375-631d61c63969,2014-09-14 13:01:00,0,0,3,10,Y,1.0,Nuevo México,1,No,Travel_Rarely,929.0,Sales,1,55,2,Sales Executive,5396,21703,No,12,80.0,0,2,Very High,High,Very High,Excellent,Very High
934,22,Bachelor,Life Sciences,Female,Divorced,41,d65ab5f4-ad82-4f39-abae-84b6eae75667,2014-09-16 12:31:29,10,0,2,12,Y,3.0,Croacia,0,No,,1200.0,Research & Development,1,75,2,Research Scientist,5467,13953,Yes,14,80.0,2,4,Very High,High,Very High,Excellent,Low
935,4,College,Life Sciences,Female,Divorced,36,4e83f160-c809-470b-94cb-fba618151c52,2014-09-21 07:18:10,4,0,1,18,,7.0,Suecia,0,No,Travel_Frequently,688.0,Research & Development,1,97,2,Manufacturing Director,5131,9192,No,13,80.0,3,3,Very High,High,Medium,Excellent,Medium
936,1,College,Medical,Male,Married,34,f85eca8a-724f-4ca0-8e86-d244e64929e3,2014-10-02 06:44:00,0,0,1,5,Y,1.0,Misuri,1,No,Travel_Rarely,1153.0,Research & Development,1,94,2,Manufacturing Director,4325,17736,No,15,80.0,0,2,Low,High,Medium,Excellent,High
937,1,,Medical,Male,Married,26,262d7280-ba98-423b-a815-a0256fbf6946,2014-10-08 05:27:29,4,1,0,6,,1.0,Wisconsin,0,No,Travel_Rarely,192.0,Research & Development,1,59,1,Laboratory Technician,3955,11141,No,16,80.0,2,2,Low,Medium,Low,Excellent,Low
938,8,College,Technical Degree,Female,Married,32,cb3c80d3-64d1-43e1-ba9e-a40485d2e8ce,2014-10-15 23:39:19,7,11,1,13,Y,1.0,Arkansas,1,No,Travel_Rarely,588.0,Sales,1,65,2,Sales Executive,5228,24624,Yes,11,80.0,0,2,High,Medium,Medium,Excellent,Very High
939,14,Below College,Life Sciences,Male,Married,36,f1b6e8bf-8099-4009-bfb7-a3da0eede7ee,2014-10-21 18:33:53,5,0,7,17,Y,0.0,Massachusetts,1,No,Travel_Rarely,1425.0,Research & Development,1,68,2,Healthcare Representative,6586,4821,Yes,17,80.0,1,2,High,High,Very High,Excellent,Low
940,17,,Other,Male,Single,29,8de893a5-326f-40f4-93e0-14bdba612c68,2014-10-29 14:14:42,9,0,1,10,Y,1.0,España,1,No,,332.0,Human Resources,1,51,3,Human Resources,7988,9769,No,13,80.0,0,3,Medium,Medium,Low,Excellent,Low
941,2,Master,Medical,Female,Single,34,06a104c3-a9ff-4110-9bd0-8df31ded7b8a,2014-11-09 21:44:18,8,0,1,6,Y,1.0,Bélgica,0,No,Travel_Rarely,121.0,Research & Development,1,86,1,Research Scientist,4381,7530,No,11,,0,3,High,Medium,Low,Excellent,High
942,1,,Medical,Female,Divorced,26,03c696e1-e87c-4659-bc53-c5c2d276a527,2014-11-18 16:35:25,6,1,0,5,Y,1.0,New Hampshire,1,No,Travel_Frequently,,Research & Development,1,66,1,Research Scientist,2007,25265,No,13,80.0,2,5,Low,Medium,High,Excellent,High
943,2,Doctor,Medical,Male,Married,42,9ad7c42a-d293-4be2-8dcb-ad36d4b5e1c6,2014-11-18 23:33:46,6,0,2,10,Y,7.0,Wisconsin,1,No,Non-Travel,179.0,Human Resources,1,79,2,Human Resources,6272,12858,No,16,80.0,1,3,Very High,Very High,Low,Excellent,Low
944,2,Bachelor,Medical,Female,Married,50,4b41d200-c298-41dd-8975-05a3e388242f,2014-12-04 16:33:01,7,2,1,32,Y,2.0,Austria,0,No,Travel_Frequently,1421.0,Research & Development,1,30,4,Manager,17856,9490,No,22,80.0,1,3,Very High,High,Low,Outstanding,High
945,10,Master,Marketing,Male,Single,32,a0f7e802-14f1-420f-910a-045a19e04975,2014-12-09 12:41:36,8,0,0,4,Y,8.0,Nuevo México,0,No,Travel_Frequently,,Sales,1,79,2,Sales Executive,4648,26075,No,13,80.0,0,2,Very High,High,Very High,Excellent,High
946,1,Master,Medical,Male,Married,32,44bd2f3c-1231-454c-b90d-d920272d66cd,2014-12-14 18:03:50,4,2,1,3,Y,0.0,Kentucky,1,No,Travel_Rarely,234.0,Sales,1,68,1,Sales Representative,2269,18024,No,14,80.0,1,2,Medium,Medium,Medium,Excellent,Medium
947,14,Bachelor,Life Sciences,Male,Married,38,ae54c8b9-e641-4892-af6d-8592880d2503,2014-12-15 20:25:55,3,7,5,10,Y,0.0,Nuevo México,0,No,Travel_Rarely,1245.0,Sales,1,80,2,Sales Executive,9924,12355,No,11,80.0,1,3,High,High,Medium,Excellent,Very High
948,10,,Life Sciences,Female,Divorced,37,7f06f5f3-c87d-4509-b1d9-db3fde0fca99,2014-12-20 02:06:18,0,0,0,8,Y,2.0,Utah,0,No,Travel_Rarely,309.0,Sales,1,88,2,Sales Executive,6694,24223,Yes,14,80.0,3,5,Very High,Medium,Very High,Excellent,High
949,11,Bachelor,Life Sciences,Female,Single,50,cf8e5bdf-5ba7-4603-ab8e-af11cdf18f4a,2014-12-23 11:02:54,7,2,2,21,Y,3.0,Grecia,1,No,Travel_Rarely,1452.0,Research & Development,1,53,5,Manager,19926,17053,No,15,,0,5,High,High,,Excellent,Medium
950,1,Bachelor,Life Sciences,Female,Divorced,26,eb926e82-dd95-48cd-b6cb-c0a7c949e376,2014-12-23 22:46:25,2,1,0,6,,1.0,Grecia,0,No,Travel_Frequently,1479.0,Research & Development,1,84,2,Manufacturing Director,6397,26767,No,20,80.0,1,6,High,High,Medium,Outstanding,Low
951,24,College,Technical Degree,Male,Divorced,40,b847851b-cda6-4164-9efb-b0d3562e6c03,2015-01-04 23:57:03,7,3,3,9,Y,1.0,Países Bajos,1,No,Travel_Rarely,1300.0,Research & Development,1,62,2,Research Scientist,3319,24447,No,17,80.0,2,3,Low,High,Very High,Excellent,Low
952,7,Bachelor,Life Sciences,Male,Single,36,d41d5a22-428f-42fb-8de5-c4e58df0f323,2015-01-07 13:41:23,8,0,2,15,Y,2.0,Georgia,1,No,Travel_Rarely,311.0,Research & Development,1,77,1,Laboratory Technician,2013,10950,No,11,80.0,0,4,Low,High,Medium,Excellent,High
953,6,College,Marketing,Male,Married,53,88dec171-dc72-4054-9b09-91f130071cee,2015-01-13 01:33:17,2,3,4,13,,2.0,Indiana,1,No,Travel_Rarely,1436.0,Sales,1,34,2,Sales Representative,2306,16047,Yes,20,80.0,1,3,Medium,High,,Outstanding,Very High
954,6,Master,Medical,Female,Divorced,27,3e0b37d0-71e6-40c2-8fb4-fa1ade217e7d,2015-01-13 11:35:17,5,0,3,6,Y,0.0,Tennessee,0,No,Travel_Rarely,798.0,Research & Development,1,66,1,Research Scientist,2187,5013,No,12,80.0,2,5,Low,Medium,,Excellent,High
955,4,Master,Marketing,Female,Single,43,0884a23e-3cd2-419a-9f63-88d8b5661330,2015-02-01 01:54:51,1,7,15,23,,3.0,Virginia Occidental,0,No,Travel_Rarely,531.0,Sales,1,56,3,Sales Executive,10231,20364,No,14,80.0,0,3,Very High,Medium,Very High,Excellent,Very High
956,13,,Human Resources,Male,Divorced,29,151a7148-22cb-4976-ad59-542d4fcc1c80,2015-02-26 13:09:15,1,0,0,4,Y,4.0,Florida,1,Yes,Travel_Rarely,350.0,Human Resources,1,56,1,Human Resources,2335,3157,Yes,15,80.0,3,3,Low,Medium,Low,Excellent,Very High
957,24,Below College,Marketing,Female,Married,39,333c9374-507d-4773-9448-1b37a18b04be,2015-02-28 02:11:01,2,0,4,21,Y,0.0,Noruega,0,No,Travel_Rarely,722.0,Sales,1,60,4,Sales Executive,12031,8828,No,11,80.0,1,2,Medium,Medium,Very High,Excellent,Low
958,18,Bachelor,Medical,Female,Married,35,d23d7382-786a-4a09-9d3a-e1ad7f89382a,2015-03-01 09:23:32,5,0,0,5,Y,1.0,Polonia,1,No,Travel_Rarely,,Sales,1,86,2,Sales Executive,4601,6179,No,16,80.0,0,3,High,High,High,Excellent,Medium
959,2,Below College,Life Sciences,Male,Married,34,4dd52433-4ff2-450a-94d5-d08ccc482d11,2015-03-06 17:21:54,4,0,5,10,Y,1.0,Suecia,0,No,Travel_Frequently,1069.0,Research & Development,1,45,2,Manufacturing Director,9547,14074,No,17,80.0,0,2,Very High,Medium,High,Excellent,High
960,1,Bachelor,Medical,Male,Single,35,bb63a1e8-9268-4b7a-a80f-6124ed4120f5,2015-03-11 14:07:34,8,0,3,6,Y,1.0,Portugal,0,No,Travel_Rarely,1214.0,Research & Development,1,30,1,Research Scientist,2859,26278,No,18,80.0,0,3,Medium,Medium,High,Excellent,Low
961,4,Bachelor,Life Sciences,Male,Married,27,60947de0-6455-4b9a-a067-5329f6ec3da4,2015-03-20 01:16:24,1,0,1,6,,1.0,Wyoming,1,No,Travel_Rarely,155.0,Research & Development,1,87,2,Manufacturing Director,6142,5174,Yes,20,80.0,1,0,Medium,Very High,Medium,Outstanding,Medium
962,9,Master,Medical,Male,Divorced,37,d8f9742e-7b5d-495b-ba51-8b8796af80a7,2015-03-21 22:49:15,8,5,5,9,Y,1.0,Virginia,0,No,Non-Travel,142.0,Sales,1,69,3,Sales Executive,8834,24666,No,13,,1,6,Low,High,Medium,Excellent,Very High
963,26,Master,Life Sciences,Female,Single,35,0f876d71-871a-4811-8f50-6cb322c67007,2015-03-26 06:29:25,5,1,3,9,Y,1.0,Michigan,1,No,Travel_Rarely,1146.0,Human Resources,1,31,3,Human Resources,8837,16642,Yes,16,80.0,0,2,High,High,Very High,Excellent,High
964,6,Bachelor,Medical,Male,Married,39,e9269dbd-0670-4947-a30d-3a829cb2c845,2015-03-26 20:39:31,0,7,5,11,Y,2.0,Grecia,0,No,Travel_Rarely,1462.0,Sales,1,38,3,Sales Executive,8237,4658,No,11,,1,3,Very High,Very High,High,Excellent,Low
965,1,Bachelor,Life Sciences,Male,Married,29,dcab4487-59b9-45a6-abe8-f059cb349911,2015-03-31 08:39:38,1,0,1,6,Y,0.0,Delaware,1,No,Travel_Rarely,,Research & Development,1,89,2,Healthcare Representative,5373,6225,No,12,,1,5,Low,High,Low,Excellent,Low
966,7,College,Medical,Female,Single,41,bd87668e-53a1-4e06-a2d0-0d9856e34e9b,2015-04-02 09:01:30,8,0,1,8,Y,6.0,Hungría,1,No,,549.0,Research & Development,1,42,2,Manufacturing Director,5003,23371,No,14,80.0,0,6,Very High,High,High,Excellent,Medium
967,1,,Technical Degree,Female,Single,21,cce2489a-4cd1-46be-b468-ef2428d2bfcc,2015-04-03 12:40:03,6,0,2,2,Y,1.0,Finlandia,1,No,Travel_Rarely,984.0,Research & Development,1,70,1,Research Scientist,2070,25326,Yes,11,80.0,0,6,Very High,Medium,,Excellent,High
968,16,Master,Medical,Male,Single,40,f82d7f49-d246-4526-a347-3a23cc00633e,2015-04-12 20:08:15,7,0,0,10,,6.0,Alabama,0,No,Travel_Frequently,720.0,Research & Development,1,51,2,Laboratory Technician,5094,11983,No,14,80.0,0,6,Low,Medium,High,Excellent,Very High
969,5,Master,Life Sciences,Female,Married,36,d98b104e-b890-40c9-b1ff-f9ef6a385094,2015-04-15 17:47:31,4,0,1,9,,4.0,Francia,0,No,Travel_Rarely,711.0,Research & Development,1,42,3,Healthcare Representative,8008,22792,No,12,80.0,2,6,Medium,High,Low,Excellent,High
970,19,Master,Medical,Female,Divorced,54,9f40a6d8-2123-4781-9175-018057776c7c,2015-04-20 17:51:11,2,1,1,9,Y,9.0,Países Bajos,0,No,Travel_Rarely,376.0,Research & Development,1,95,2,Manufacturing Director,5485,22670,Yes,11,80.0,2,4,Very High,High,Low,Excellent,Medium
971,23,Master,Life Sciences,Male,Divorced,58,2f95a5c4-c890-4a07-9fb2-b52813222bf4,2015-04-21 15:19:00,6,0,2,2,Y,1.0,Florida,0,No,Travel_Rarely,,Research & Development,1,88,1,Research Scientist,2372,26076,No,12,80.0,2,3,Low,High,High,Excellent,Very High
972,16,College,Medical,Male,Single,28,a0d1cb97-d6f0-4540-989a-7c14172394fa,2015-05-05 12:37:24,5,0,4,9,Y,0.0,Nuevo México,0,No,Travel_Rarely,1476.0,Research & Development,1,68,2,Healthcare Representative,5661,4824,No,19,80.0,0,2,Medium,Very High,Low,Excellent,
973,3,Below College,Medical,Female,Married,34,04d02d48-9d61-4469-9f34-d8bd2fa92553,2015-05-06 06:08:01,4,0,1,9,Y,3.0,Bélgica,1,No,,735.0,Sales,1,75,2,Sales Executive,8103,16495,Yes,12,80.0,0,3,Very High,Medium,Very High,Excellent,High
974,4,Below College,Life Sciences,Male,Married,37,3d65d46c-20c5-4a39-bfe2-1d3f424aac92,2015-05-13 10:29:31,8,0,2,8,,7.0,Noruega,0,No,Travel_Rarely,1439.0,Research & Development,1,54,1,Research Scientist,2996,5182,Yes,15,,0,2,High,High,,Excellent,Very High
975,16,Bachelor,Life Sciences,Male,Married,30,68d3db93-452e-4363-a346-496cfb48be28,2015-06-01 23:07:36,4,1,5,10,,3.0,Carolina del Sur,0,No,Travel_Rarely,305.0,Research & Development,1,58,2,Healthcare Representative,5294,9128,No,16,,1,3,High,Very High,High,Excellent,High
976,5,College,Medical,Male,Divorced,37,87d029b3-fd83-41bb-b540-67a35bf8b6f5,2015-06-03 13:53:36,6,0,0,8,,7.0,Francia,1,No,Travel_Rarely,1192.0,Research & Development,1,61,2,Manufacturing Director,6347,23177,No,16,,2,2,Very High,High,Very High,Excellent,High
977,28,,Life Sciences,Male,Married,44,ff42dbcf-6ba8-4929-9008-1b365e1df3bb,2015-06-17 00:34:43,1,6,13,24,Y,3.0,Massachusetts,0,No,Travel_Rarely,136.0,Research & Development,1,32,4,Research Director,16328,22074,No,13,80.0,1,1,Very High,High,Low,Excellent,High
978,2,Master,Technical Degree,Female,Married,54,8373fa5c-e67c-49ca-a809-da266a587228,2015-06-21 16:54:58,0,0,3,16,Y,9.0,Dinamarca,1,No,Travel_Rarely,1217.0,Research & Development,1,60,3,Research Director,13549,24001,No,12,,1,5,Low,High,High,Excellent,Low
979,16,College,Other,Female,Married,35,d867b910-2045-4d92-ad8b-178a8068e0e0,2015-06-22 15:16:46,6,0,0,4,Y,0.0,Virginia,0,No,Travel_Rarely,219.0,Research & Development,1,44,2,Manufacturing Director,4788,25388,Yes,11,,0,2,Very High,Medium,Medium,Excellent,Very High
980,3,,Other,Female,Single,37,83a4bfb2-aca4-483a-ac19-d80f3c021759,2015-06-24 07:35:20,5,0,1,8,Y,3.0,Austria,1,No,Travel_Rarely,124.0,Research & Development,1,35,2,Healthcare Representative,4107,13848,No,15,80.0,0,3,Very High,High,Medium,Excellent,Low
981,1,,Life Sciences,Female,Married,33,94fbabdc-9771-443c-ae1f-d75d8b4c79db,2015-06-29 04:50:09,5,1,2,10,Y,2.0,Idaho,0,No,Travel_Frequently,1141.0,Sales,1,42,2,Sales Executive,5376,3193,No,19,80.0,2,3,High,Very High,,Excellent,Low
982,7,Bachelor,Life Sciences,Male,Single,56,98cf44a0-e01a-4487-b35e-18ccfdb2ef86,2015-07-28 12:25:02,2,0,0,37,Y,4.0,Luisiana,0,No,Travel_Rarely,1400.0,Research & Development,1,49,3,Manufacturing Director,7260,21698,No,11,,0,3,Very High,Low,Very High,Excellent,Low
983,2,Below College,Technical Degree,Male,Married,30,4b08761a-12f5-4434-8ba2-9a1f180877f2,2015-07-30 07:09:49,4,0,0,1,Y,1.0,Massachusetts,1,No,Travel_Rarely,202.0,Sales,1,72,1,Sales Representative,2476,17434,No,18,80.0,1,3,High,High,Medium,Excellent,Low
984,12,Bachelor,Medical,Female,Married,31,a48ea80b-0a1c-437e-b75a-f5b21af4c5bc,2015-08-12 02:06:29,6,7,1,10,Y,0.0,Suecia,0,No,Travel_Rarely,616.0,Research & Development,1,41,2,Healthcare Representative,5855,17369,Yes,11,80.0,2,2,Very High,High,Very High,Excellent,High
985,2,Master,Life Sciences,Female,Married,42,b7ce113d-564d-45a4-8746-fdcc3dff49a5,2015-08-13 19:04:25,1,2,2,10,Y,1.0,Finlandia,1,No,Travel_Rarely,622.0,Research & Development,1,81,2,Healthcare Representative,4089,5718,No,13,80.0,2,4,High,High,Very High,Excellent,Medium
986,3,Bachelor,Medical,Female,Divorced,47,439eb13f-a6fc-4b73-9247-29a252f355f3,2015-08-16 07:19:46,8,3,1,28,Y,9.0,Maryland,1,No,Travel_Frequently,217.0,Sales,1,49,4,Sales Executive,13770,10225,Yes,12,,2,2,Very High,High,High,Excellent,Very High
987,25,,Medical,Female,Divorced,35,29d032a9-3bb8-49e3-b551-18783357cc09,2015-08-26 16:39:24,6,9,1,16,,1.0,Dakota del Norte,1,No,,583.0,Research & Development,1,57,3,Healthcare Representative,10388,6975,Yes,11,80.0,1,3,High,High,High,Excellent,High
988,9,,Marketing,Male,Married,23,0d4f86ae-e378-4705-9e58-0ad8e9158801,2015-08-28 10:01:00,1,0,0,1,Y,1.0,Delaware,0,Yes,Travel_Frequently,638.0,Sales,1,33,1,Sales Representative,1790,26956,No,19,80.0,1,3,Very High,High,Low,Excellent,Low
989,16,Below College,Life Sciences,Female,Single,32,c1a20be1-1b22-413b-b6ec-de7a3ff73c50,2015-09-03 00:22:05,2,6,0,10,Y,1.0,Carolina del Norte,0,Yes,Travel_Frequently,1125.0,Research & Development,1,72,1,Research Scientist,3919,4681,Yes,22,80.0,0,5,Medium,Low,Low,Outstanding,Medium
990,10,Bachelor,Life Sciences,Male,Married,36,f5610d57-46b8-4557-ab2b-8d1d4aa23044,2015-09-05 10:26:38,8,4,5,15,Y,7.0,Wisconsin,0,No,Travel_Rarely,1383.0,Research & Development,1,90,3,Healthcare Representative,8321,25949,Yes,13,80.0,1,1,Very High,High,Low,Excellent,Very High
991,7,Bachelor,Life Sciences,Male,Single,29,9d0fd130-77ae-44d4-b91f-265ee5f08e77,2015-09-07 14:30:54,7,0,1,11,Y,3.0,Virginia,0,No,Travel_Rarely,592.0,Research & Development,1,59,1,Laboratory Technician,2062,19384,No,14,,0,2,Very High,High,Low,Excellent,Medium
992,26,Master,Marketing,Male,Married,32,5f0a2ca3-cc53-4b84-be17-a56613af62a6,2015-09-07 22:06:09,2,1,0,4,Y,0.0,Polonia,0,No,Non-Travel,976.0,Sales,1,100,2,Sales Executive,4465,12069,No,18,80.0,0,2,High,High,Very High,Excellent,Low
993,3,,Life Sciences,Male,Married,44,56175351-1029-473d-b840-9aa2b09249c8,2015-10-03 13:00:03,4,0,1,10,Y,4.0,Rumania,1,Yes,Travel_Rarely,935.0,Research & Development,1,89,1,Laboratory Technician,2362,14669,No,12,80.0,0,4,Low,High,Low,Excellent,High
994,7,,Marketing,Male,Single,30,9b6fb7a6-b3b9-4ad4-9589-8680acd24938,2015-10-16 02:32:29,7,1,2,4,Y,0.0,Virginia,0,No,Travel_Rarely,413.0,Sales,1,57,1,Sales Representative,2983,18398,No,14,80.0,0,3,Very High,High,Medium,Excellent,Low
995,3,Bachelor,Marketing,Female,Married,54,45519beb-88c1-477b-a5ca-9a326a4278e1,2015-10-20 17:52:24,4,0,5,16,Y,2.0,Dinamarca,1,No,,1147.0,Sales,1,52,2,Sales Executive,5940,17011,No,14,80.0,1,4,Very High,High,Low,Excellent,Very High
996,10,Master,Medical,Male,Single,36,fcfec812-f46d-4c33-88b8-53d9e24b18cc,2015-10-24 12:40:46,5,6,3,10,Y,1.0,Hawaii,1,No,Non-Travel,635.0,Sales,1,32,3,Sales Executive,9980,15318,No,14,80.0,0,3,Medium,High,Very High,Excellent,Very High
997,1,Bachelor,Medical,Male,Single,44,fbafa48e-4dbe-4427-97ed-051c2fa7095c,2015-11-12 10:07:46,1,1,1,6,Y,6.0,Bélgica,1,No,Travel_Rarely,1037.0,Research & Development,1,42,1,Research Scientist,2436,13422,Yes,12,80.0,0,2,Medium,High,Very High,Excellent,High
998,1,,Life Sciences,Male,Single,48,11485446-e35f-4a58-a7bc-636c79ce90e1,2015-11-20 09:02:12,7,0,0,25,Y,6.0,Bélgica,0,No,Travel_Rarely,,Research & Development,1,76,5,Research Director,18265,8733,No,12,,0,3,Very High,Medium,Very High,Excellent,High
999,8,Master,Life Sciences,Female,Married,35,cc05aef4-e404-4e01-96eb-e0e4c23e9bb4,2015-11-23 09:59:51,2,0,2,3,Y,1.0,República Checa,1,No,Travel_Rarely,,Sales,1,72,1,Sales Representative,2572,20317,No,16,80.0,1,1,Low,High,Very High,Excellent,Medium
1000,10,College,Life Sciences,Male,Single,41,1f242959-f33d-4feb-942c-490ba33281d6,2015-11-28 11:52:32,4,0,7,16,Y,7.0,Grecia,0,No,Non-Travel,267.0,Sales,1,56,2,Sales Executive,6230,13430,No,14,80.0,0,3,Very High,High,Very High,Excellent,Very High
1001,6,Bachelor,Medical,Male,Single,41,8d164d4b-f252-41a1-8eb5-33300afd6d89,2015-11-29 07:11:59,1,0,0,8,Y,6.0,Polonia,0,No,,483.0,Research & Development,1,95,2,Manufacturing Director,6032,10110,Yes,15,80.0,0,3,Very High,Medium,,Excellent,Very High
1002,7,Bachelor,Medical,Male,Married,33,2a60af07-ca82-4ab8-b6e9-576b6e88abbf,2015-12-02 20:07:09,3,0,1,5,Y,0.0,Illinois,1,No,Travel_Frequently,430.0,Sales,1,54,2,Sales Executive,4373,17456,No,14,80.0,2,2,Very High,High,Low,Excellent,Low
1003,16,Master,Technical Degree,Male,Married,34,82204cf6-2690-4e51-a8dc-211a498ea501,2015-12-03 17:00:02,5,0,0,5,Y,1.0,Michigan,1,Yes,Non-Travel,967.0,Research & Development,1,85,1,Research Scientist,2307,14460,Yes,23,80.0,1,2,Very High,Low,Low,Outstanding,Medium
1004,1,Bachelor,Life Sciences,Male,Married,32,04dcfd95-d08b-4ce3-a90c-4f73c14ccc55,2015-12-10 11:59:15,3,0,9,10,Y,1.0,Francia,1,No,Travel_Rarely,548.0,Research & Development,1,66,2,Research Scientist,6220,7346,No,17,80.0,2,3,Medium,High,Medium,Excellent,Medium
1005,12,Bachelor,Life Sciences,Male,Divorced,43,9e092a28-3727-4833-b155-b7967930037d,2015-12-20 00:48:29,6,2,3,25,Y,1.0,Italia,1,No,Travel_Rarely,982.0,Research & Development,1,59,4,Research Director,14336,4345,No,11,80.0,1,3,Low,Medium,Medium,Excellent,High
1006,3,Bachelor,Life Sciences,Male,Married,43,b01cff54-e7c5-40ca-8e14-45c67de54da2,2015-12-23 04:25:39,0,0,7,25,Y,3.0,Nueva Jersey,1,No,Travel_Rarely,920.0,Research & Development,1,96,5,Research Director,19740,18625,No,14,80.0,1,2,High,Low,Very High,Excellent,Medium
